arrival_time,route_short_name,route_long_name,headsign,service_days
08:24:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
10:48:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
17:16:32,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
10:46:12,81W,West Lawrence,,Sun
06:58:42,81W,West Lawrence,,Sat
14:16:12,81W,West Lawrence,,Sun
16:56:02,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
09:39:42,81W,West Lawrence,,Sat
06:27:21,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
20:16:12,81W,West Lawrence,,Sun
20:48:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
08:07:42,81W,West Lawrence,,Sat
09:09:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
15:48:52,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
09:59:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
13:06:42,81W,West Lawrence,,Sat
08:46:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
16:16:12,81W,West Lawrence,,Sun
05:30:21,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
06:27:21,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
17:55:02,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
05:19:42,81W,West Lawrence,,Sat
08:45:42,81W,West Lawrence,,Sun
15:23:52,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
15:24:42,81W,West Lawrence,,Sat
14:33:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
14:08:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
11:57:42,81W,West Lawrence,,Sat
17:19:42,81W,West Lawrence,,Sat
20:48:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
09:34:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
07:03:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
21:22:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
12:20:42,81W,West Lawrence,,Sat
21:32:42,81W,West Lawrence,,Sat
16:12:52,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
22:30:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
07:21:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
20:00:42,81W,West Lawrence,,Sat
05:30:21,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
15:46:12,81W,West Lawrence,,Sun
14:46:12,81W,West Lawrence,,Sun
13:43:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
16:56:42,81W,West Lawrence,,Sat
16:35:02,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
11:46:12,81W,West Lawrence,,Sun
18:33:32,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
17:46:42,81W,West Lawrence,,Sun
15:23:52,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
17:42:42,81W,West Lawrence,,Sat
08:02:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
16:35:02,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
22:30:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
16:33:42,81W,West Lawrence,,Sat
15:01:42,81W,West Lawrence,,Sat
19:19:32,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
12:16:12,81W,West Lawrence,,Sun
13:29:42,81W,West Lawrence,,Sat
07:21:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
18:46:42,81W,West Lawrence,,Sun
14:38:42,81W,West Lawrence,,Sat
07:44:42,81W,West Lawrence,,Sat
07:41:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
18:56:32,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
18:16:42,81W,West Lawrence,,Sun
15:47:42,81W,West Lawrence,,Sat
13:16:12,81W,West Lawrence,,Sun
06:12:42,81W,West Lawrence,,Sat
06:09:21,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
09:34:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
17:36:02,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
07:21:42,81W,West Lawrence,,Sat
13:18:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
18:28:42,81W,West Lawrence,,Sat
05:49:42,81W,West Lawrence,,Sat
07:41:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
12:53:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
10:02:42,81W,West Lawrence,,Sat
11:16:12,81W,West Lawrence,,Sun
14:33:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
07:03:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
06:45:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
05:50:21,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
20:46:42,81W,West Lawrence,,Sat
19:14:42,81W,West Lawrence,,Sat
21:56:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
05:50:21,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
09:15:42,81W,West Lawrence,,Sun
19:16:12,81W,West Lawrence,,Sun
10:25:42,81W,West Lawrence,,Sat
18:56:32,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
17:16:42,81W,West Lawrence,,Sun
19:37:42,81W,West Lawrence,,Sat
18:33:32,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
10:24:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
17:16:32,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
09:16:42,81W,West Lawrence,,Sat
08:30:42,81W,West Lawrence,,Sat
18:14:02,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
12:28:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
10:48:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
17:55:02,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
16:46:12,81W,West Lawrence,,Sun
16:12:52,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
13:46:12,81W,West Lawrence,,Sun
10:24:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
06:09:21,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
06:45:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
22:18:42,81W,West Lawrence,,Sat
18:51:42,81W,West Lawrence,,Sat
12:43:42,81W,West Lawrence,,Sat
19:43:52,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
18:05:42,81W,West Lawrence,,Sat
06:35:42,81W,West Lawrence,,Sat
21:56:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
14:08:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
10:48:42,81W,West Lawrence,,Sat
12:53:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
13:43:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
11:13:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
11:34:42,81W,West Lawrence,,Sat
21:22:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
21:09:42,81W,West Lawrence,,Sat
08:46:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
17:36:02,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
16:10:42,81W,West Lawrence,,Sat
20:23:42,81W,West Lawrence,,Sat
21:55:42,81W,West Lawrence,,Sat
11:13:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
15:16:12,81W,West Lawrence,,Sun
14:58:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
20:14:52,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
12:03:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
19:19:32,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
11:38:42,81W,West Lawrence,,Mon,Tue,Wed,Thu,Fri
