arrival_time,route_short_name,route_long_name,headsign,service_days
07:42:46,97,Skokie,,Mon,Tue,Wed,Thu,Fri
14:29:55,97,Skokie,,Sat
15:41:32,97,Skokie,,Sun
21:36:08,97,Skokie,,Sat
22:01:41,97,Skokie,,Mon,Tue,Wed,Thu,Fri
22:35:44,97,Skokie,,Sun
13:09:53,97,Skokie,,Sat
07:28:06,97,Skokie,,Sat
18:06:32,97,Skokie,,Sat
17:10:32,97,Skokie,,Sun
16:11:32,97,Skokie,,Sun
18:39:06,97,Skokie,,Sun
20:44:08,97,Skokie,,Sat
19:04:32,97,Skokie,,Sat
05:35:29,97,Skokie,,Mon,Tue,Wed,Thu,Fri
13:29:53,97,Skokie,,Sat
15:34:03,97,Skokie,,Mon,Tue,Wed,Thu,Fri
22:26:43,97,Skokie,,Mon,Tue,Wed,Thu,Fri
22:06:08,97,Skokie,,Sat
16:26:32,97,Skokie,,Sat
19:44:29,97,Skokie,,Sat
14:49:55,97,Skokie,,Sat
16:07:55,97,Skokie,,Sat
05:04:08,97,Skokie,,Mon,Tue,Wed,Thu,Fri
22:51:41,97,Skokie,,Mon,Tue,Wed,Thu,Fri
06:32:55,97,Skokie,,Mon,Tue,Wed,Thu,Fri
18:43:12,97,Skokie,,Mon,Tue,Wed,Thu,Fri
22:35:43,97,Skokie,,Sun
11:40:29,97,Skokie,,Sun
13:10:29,97,Skokie,,Sun
17:40:29,97,Skokie,,Sun
09:39:06,97,Skokie,,Sun
10:13:30,97,Skokie,,Mon,Tue,Wed,Thu,Fri
09:35:30,97,Skokie,,Mon,Tue,Wed,Thu,Fri
13:10:12,97,Skokie,,Mon,Tue,Wed,Thu,Fri
17:14:14,97,Skokie,,Mon,Tue,Wed,Thu,Fri
10:09:06,97,Skokie,,Sun
12:50:09,97,Skokie,,Mon,Tue,Wed,Thu,Fri
14:10:29,97,Skokie,,Sun
12:10:32,97,Skokie,,Sun
13:40:29,97,Skokie,,Sun
13:30:42,97,Skokie,,Mon,Tue,Wed,Thu,Fri
16:46:29,97,Skokie,,Sat
08:07:44,97,Skokie,,Sun
11:10:32,97,Skokie,,Sun
13:50:39,97,Skokie,,Mon,Tue,Wed,Thu,Fri
18:06:21,97,Skokie,,Mon,Tue,Wed,Thu,Fri
19:03:09,97,Skokie,,Mon,Tue,Wed,Thu,Fri
12:10:09,97,Skokie,,Mon,Tue,Wed,Thu,Fri
17:46:29,97,Skokie,,Sat
14:09:53,97,Skokie,,Sat
10:40:29,97,Skokie,,Sun
07:11:44,97,Skokie,,Sun
09:27:06,97,Skokie,,Sat
19:39:08,97,Skokie,,Sun
19:40:04,97,Skokie,,Mon,Tue,Wed,Thu,Fri
22:05:43,97,Skokie,,Sun
20:35:25,97,Skokie,,Mon,Tue,Wed,Thu,Fri
09:09:08,97,Skokie,,Sun
12:10:29,97,Skokie,,Sun
07:11:43,97,Skokie,,Sun
15:11:32,97,Skokie,,Sun
11:10:28,97,Skokie,,Mon,Tue,Wed,Thu,Fri
08:47:06,97,Skokie,,Sat
11:29:28,97,Skokie,,Mon,Tue,Wed,Thu,Fri
14:30:39,97,Skokie,,Mon,Tue,Wed,Thu,Fri
20:23:06,97,Skokie,,Sat
08:25:08,97,Skokie,,Sat
10:09:08,97,Skokie,,Sun
07:37:44,97,Skokie,,Sun
15:09:53,97,Skokie,,Sat
08:19:19,97,Skokie,,Mon,Tue,Wed,Thu,Fri
16:37:18,97,Skokie,,Mon,Tue,Wed,Thu,Fri
07:24:49,97,Skokie,,Mon,Tue,Wed,Thu,Fri
18:24:12,97,Skokie,,Mon,Tue,Wed,Thu,Fri
10:32:28,97,Skokie,,Mon,Tue,Wed,Thu,Fri
12:30:09,97,Skokie,,Mon,Tue,Wed,Thu,Fri
19:40:07,97,Skokie,,Mon,Tue,Wed,Thu,Fri
20:15:23,97,Skokie,,Mon,Tue,Wed,Thu,Fri
20:04:29,97,Skokie,,Sat
16:55:48,97,Skokie,,Mon,Tue,Wed,Thu,Fri
17:26:32,97,Skokie,,Sat
13:49:53,97,Skokie,,Sat
22:51:43,97,Skokie,,Mon,Tue,Wed,Thu,Fri
12:49:53,97,Skokie,,Sat
08:47:08,97,Skokie,,Sat
22:01:43,97,Skokie,,Mon,Tue,Wed,Thu,Fri
20:51:41,97,Skokie,,Mon,Tue,Wed,Thu,Fri
22:36:06,97,Skokie,,Sat
17:50:33,97,Skokie,,Mon,Tue,Wed,Thu,Fri
16:37:14,97,Skokie,,Mon,Tue,Wed,Thu,Fri
20:09:06,97,Skokie,,Sun
12:08:53,97,Skokie,,Sat
09:07:08,97,Skokie,,Sat
12:29:53,97,Skokie,,Sat
11:28:53,97,Skokie,,Sat
20:38:08,97,Skokie,,Sun
22:05:44,97,Skokie,,Sun
12:08:55,97,Skokie,,Sat
14:49:53,97,Skokie,,Sat
09:09:06,97,Skokie,,Sun
08:00:46,97,Skokie,,Mon,Tue,Wed,Thu,Fri
09:16:28,97,Skokie,,Mon,Tue,Wed,Thu,Fri
21:36:43,97,Skokie,,Mon,Tue,Wed,Thu,Fri
16:46:32,97,Skokie,,Sat
17:32:44,97,Skokie,,Mon,Tue,Wed,Thu,Fri
19:09:08,97,Skokie,,Sun
08:38:16,97,Skokie,,Mon,Tue,Wed,Thu,Fri
22:36:08,97,Skokie,,Sat
19:21:28,97,Skokie,,Mon,Tue,Wed,Thu,Fri
21:11:41,97,Skokie,,Mon,Tue,Wed,Thu,Fri
16:15:06,97,Skokie,,Mon,Tue,Wed,Thu,Fri
10:07:06,97,Skokie,,Sat
