arrival_time,route_short_name,route_long_name,headsign,service_days
18:05:30,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
14:28:30,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
09:00:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
07:02:53,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
17:39:30,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
14:58:30,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
14:58:30,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
07:02:53,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
17:39:30,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
15:29:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
16:47:00,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
07:48:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
15:55:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
06:18:53,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
07:25:11,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
15:55:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
08:30:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
09:00:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
16:47:00,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
06:40:53,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
08:30:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
08:09:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
08:09:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
17:13:00,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
06:18:53,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
14:28:30,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
16:21:00,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
10:00:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
07:48:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
18:05:30,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
15:29:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
06:40:53,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
09:30:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
10:00:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
07:25:11,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
09:30:06,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
17:13:00,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
16:21:00,54A,North Cicero/Skokie Blvd.,,Mon,Tue,Wed,Thu,Fri
