arrival_time,route_short_name,route_long_name,headsign,service_days
11:24:00,,Orange Line,,Sun
11:34:00,,Orange Line,,Sun
11:44:00,,Orange Line,,Sun
12:04:00,,Orange Line,,Sun
12:14:00,,Orange Line,,Sun
12:24:00,,Orange Line,,Sun
05:04:00,,Orange Line,,Sun
05:34:00,,Orange Line,,Sun
05:49:00,,Orange Line,,Sun
06:04:00,,Orange Line,,Sun
06:19:00,,Orange Line,,Sun
06:46:00,,Orange Line,,Sun
07:04:00,,Orange Line,,Sun
07:19:00,,Orange Line,,Sun
07:34:00,,Orange Line,,Sun
08:34:00,,Orange Line,,Sun
07:46:00,,Orange Line,,Sun
08:10:00,,Orange Line,,Sun
08:22:00,,Orange Line,,Sun
09:22:00,,Orange Line,,Sun
08:46:00,,Orange Line,,Sun
08:58:00,,Orange Line,,Sun
09:10:00,,Orange Line,,Sun
09:34:00,,Orange Line,,Sun
09:46:00,,Orange Line,,Sun
09:58:00,,Orange Line,,Sun
10:10:00,,Orange Line,,Sun
10:22:00,,Orange Line,,Sun
10:34:00,,Orange Line,,Sun
10:44:00,,Orange Line,,Sun
11:04:00,,Orange Line,,Sun
11:14:00,,Orange Line,,Sun
20:28:00,,Orange Line,,Sun
22:04:00,,Orange Line,,Sun
23:39:00,,Orange Line,,Sun
21:52:00,,Orange Line,,Sun
22:28:00,,Orange Line,,Sun
22:40:00,,Orange Line,,Sun
12:34:00,,Orange Line,,Sun
12:44:00,,Orange Line,,Sun
13:04:00,,Orange Line,,Sun
13:14:00,,Orange Line,,Sun
13:24:00,,Orange Line,,Sun
14:04:00,,Orange Line,,Sun
13:44:00,,Orange Line,,Sun
13:34:00,,Orange Line,,Sun
14:24:00,,Orange Line,,Sun
14:14:00,,Orange Line,,Sun
15:14:00,,Orange Line,,Sun
14:44:00,,Orange Line,,Sun
15:24:00,,Orange Line,,Sun
14:34:00,,Orange Line,,Sun
15:04:00,,Orange Line,,Sun
15:44:00,,Orange Line,,Sun
17:24:00,,Orange Line,,Sun
16:04:00,,Orange Line,,Sun
15:34:00,,Orange Line,,Sun
16:14:00,,Orange Line,,Sun
17:04:00,,Orange Line,,Sun
17:14:00,,Orange Line,,Sun
16:24:00,,Orange Line,,Sun
16:34:00,,Orange Line,,Sun
16:44:00,,Orange Line,,Sun
18:34:00,,Orange Line,,Sun
17:34:00,,Orange Line,,Sun
17:44:00,,Orange Line,,Sun
18:04:00,,Orange Line,,Sun
19:14:00,,Orange Line,,Sun
18:14:00,,Orange Line,,Sun
18:24:00,,Orange Line,,Sun
19:24:00,,Orange Line,,Sun
18:44:00,,Orange Line,,Sun
19:44:00,,Orange Line,,Sun
19:04:00,,Orange Line,,Sun
20:04:00,,Orange Line,,Sun
19:34:00,,Orange Line,,Sun
20:40:00,,Orange Line,,Sun
21:04:00,,Orange Line,,Sun
20:52:00,,Orange Line,,Sun
20:16:00,,Orange Line,,Sun
21:40:00,,Orange Line,,Sun
22:54:00,,Orange Line,,Sun
21:28:00,,Orange Line,,Sun
23:09:00,,Orange Line,,Sun
23:24:00,,Orange Line,,Sun
00:39:00,,Orange Line,,Mon
23:54:00,,Orange Line,,Sun
24:24:00,,Orange Line,,Sun
01:39:00,,Orange Line,,Mon
00:54:00,,Orange Line,,Mon
01:24:00,,Orange Line,,Mon
05:19:00,,Orange Line,,Sun
06:34:00,,Orange Line,,Sun
07:58:00,,Orange Line,,Sun
10:54:00,,Orange Line,,Sun
11:54:00,,Orange Line,,Sun
19:54:00,,Orange Line,,Sun
21:16:00,,Orange Line,,Sun
22:16:00,,Orange Line,,Sun
01:09:00,,Orange Line,,Mon
24:09:00,,Orange Line,,Sun
04:34:00,,Orange Line,,Sat
04:49:00,,Orange Line,,Sat
05:04:00,,Orange Line,,Sat
05:19:00,,Orange Line,,Sat
05:34:00,,Orange Line,,Sat
05:49:00,,Orange Line,,Sat
06:04:00,,Orange Line,,Sat
06:16:00,,Orange Line,,Sat
06:40:00,,Orange Line,,Sat
06:52:00,,Orange Line,,Sat
07:04:00,,Orange Line,,Sat
07:14:00,,Orange Line,,Sat
07:24:00,,Orange Line,,Sat
07:34:00,,Orange Line,,Sat
07:54:00,,Orange Line,,Sat
08:04:00,,Orange Line,,Sat
08:24:00,,Orange Line,,Sat
08:34:00,,Orange Line,,Sat
08:54:00,,Orange Line,,Sat
09:04:00,,Orange Line,,Sat
12:54:00,,Orange Line,,Sun
13:54:00,,Orange Line,,Sun
14:54:00,,Orange Line,,Sun
15:54:00,,Orange Line,,Sun
16:54:00,,Orange Line,,Sun
17:54:00,,Orange Line,,Sun
18:54:00,,Orange Line,,Sun
17:24:00,,Orange Line,,Sat
15:54:00,,Orange Line,,Sat
17:54:00,,Orange Line,,Sat
17:14:00,,Orange Line,,Sat
17:34:00,,Orange Line,,Sat
17:04:00,,Orange Line,,Sat
17:44:00,,Orange Line,,Sat
09:14:00,,Orange Line,,Sat
09:24:00,,Orange Line,,Sat
09:34:00,,Orange Line,,Sat
09:54:00,,Orange Line,,Sat
10:04:00,,Orange Line,,Sat
10:14:00,,Orange Line,,Sat
10:24:00,,Orange Line,,Sat
10:34:00,,Orange Line,,Sat
10:44:00,,Orange Line,,Sat
11:24:00,,Orange Line,,Sat
10:54:00,,Orange Line,,Sat
11:04:00,,Orange Line,,Sat
11:14:00,,Orange Line,,Sat
11:34:00,,Orange Line,,Sat
11:44:00,,Orange Line,,Sat
11:54:00,,Orange Line,,Sat
12:24:00,,Orange Line,,Sat
12:04:00,,Orange Line,,Sat
12:44:00,,Orange Line,,Sat
12:14:00,,Orange Line,,Sat
12:34:00,,Orange Line,,Sat
12:54:00,,Orange Line,,Sat
13:04:00,,Orange Line,,Sat
13:34:00,,Orange Line,,Sat
13:14:00,,Orange Line,,Sat
13:24:00,,Orange Line,,Sat
14:04:00,,Orange Line,,Sat
13:44:00,,Orange Line,,Sat
13:54:00,,Orange Line,,Sat
14:14:00,,Orange Line,,Sat
14:24:00,,Orange Line,,Sat
14:34:00,,Orange Line,,Sat
14:54:00,,Orange Line,,Sat
14:44:00,,Orange Line,,Sat
15:14:00,,Orange Line,,Sat
15:04:00,,Orange Line,,Sat
15:44:00,,Orange Line,,Sat
15:24:00,,Orange Line,,Sat
15:34:00,,Orange Line,,Sat
16:14:00,,Orange Line,,Sat
16:44:00,,Orange Line,,Sat
16:04:00,,Orange Line,,Sat
16:34:00,,Orange Line,,Sat
16:54:00,,Orange Line,,Sat
16:24:00,,Orange Line,,Sat
18:24:00,,Orange Line,,Sat
18:04:00,,Orange Line,,Sat
18:14:00,,Orange Line,,Sat
19:04:00,,Orange Line,,Sat
18:34:00,,Orange Line,,Sat
18:54:00,,Orange Line,,Sat
19:14:00,,Orange Line,,Sat
19:24:00,,Orange Line,,Sat
20:04:00,,Orange Line,,Sat
19:34:00,,Orange Line,,Sat
20:24:00,,Orange Line,,Sat
19:54:00,,Orange Line,,Sat
22:44:00,,Orange Line,,Sat
21:44:00,,Orange Line,,Sat
22:14:00,,Orange Line,,Sat
22:54:00,,Orange Line,,Sat
23:04:00,,Orange Line,,Sat
23:24:00,,Orange Line,,Sat
22:24:00,,Orange Line,,Sat
24:12:00,,Orange Line,,Sat
23:36:00,,Orange Line,,Sat
00:39:00,,Orange Line,,Sun
24:00:00,,Orange Line,,Sat
01:09:00,,Orange Line,,Sun
24:24:00,,Orange Line,,Sat
00:54:00,,Orange Line,,Sun
08:14:00,,Orange Line,,Sat
01:24:00,,Orange Line,,Sun
01:39:00,,Orange Line,,Sun
06:28:00,,Orange Line,,Sat
07:44:00,,Orange Line,,Sat
08:44:00,,Orange Line,,Sat
09:44:00,,Orange Line,,Sat
18:44:00,,Orange Line,,Sat
19:44:00,,Orange Line,,Sat
20:44:00,,Orange Line,,Sat
21:34:00,,Orange Line,,Sat
23:14:00,,Orange Line,,Sat
20:14:00,,Orange Line,,Sat
21:14:00,,Orange Line,,Sat
20:34:00,,Orange Line,,Sat
20:54:00,,Orange Line,,Sat
21:04:00,,Orange Line,,Sat
21:54:00,,Orange Line,,Sat
21:24:00,,Orange Line,,Sat
16:03:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
05:44:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
07:50:30,,Orange Line,,Mon,Tue,Wed,Thu,Fri
15:48:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
07:58:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
20:40:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
01:24:00,,Orange Line,,Tue,Wed,Thu,Fri,Sat
23:48:00,,Orange Line,,Sat
22:04:00,,Orange Line,,Sat
22:34:00,,Orange Line,,Sat
04:49:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
06:50:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
08:13:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
18:44:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
20:04:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
00:39:00,,Orange Line,,Tue,Wed,Thu,Fri,Sat
21:16:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
22:28:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
05:54:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
07:05:30,,Orange Line,,Mon,Tue,Wed,Thu,Fri
08:20:30,,Orange Line,,Mon,Tue,Wed,Thu,Fri
07:13:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
16:33:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
15:25:30,,Orange Line,,Mon,Tue,Wed,Thu,Fri
05:04:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
06:04:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
15:33:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
16:40:30,,Orange Line,,Mon,Tue,Wed,Thu,Fri
19:04:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
23:39:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
20:28:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
01:09:00,,Orange Line,,Tue,Wed,Thu,Fri,Sat
06:24:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
07:35:30,,Orange Line,,Mon,Tue,Wed,Thu,Fri
07:20:30,,Orange Line,,Mon,Tue,Wed,Thu,Fri
08:35:30,,Orange Line,,Mon,Tue,Wed,Thu,Fri
05:32:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
08:43:00,,Orange Line,,Mon,Tue,Wed,Thu,Fri
15:40:30,,Orange Line,,Mon,Tue,Wed,Thu,Fri
