arrival_time,route_short_name,route_long_name,headsign,service_days
01:57:38,66,Chicago,,Sun
13:11:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
11:16:14,66,Chicago,,Sat
18:37:44,66,Chicago,,Sun
01:27:50,66,Chicago,,Tue,Wed,Thu,Fri,Sat
09:06:44,66,Chicago,,Sat
18:57:44,66,Chicago,,Sun
14:25:26,66,Chicago,,Sun
08:36:02,66,Chicago,,Sat
14:07:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
13:53:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
02:27:38,66,Chicago,,Tue,Wed,Thu,Fri,Sat
15:32:14,66,Chicago,,Sat
15:02:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
20:47:02,66,Chicago,,Sat
09:54:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
12:36:56,66,Chicago,,Sat
12:36:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
07:04:14,66,Chicago,,Mon,Tue,Wed,Thu,Fri
08:28:02,66,Chicago,,Sat
01:52:50,66,Chicago,,Tue,Wed,Thu,Fri,Sat
11:43:56,66,Chicago,,Sat
21:24:50,66,Chicago,,Sun
16:59:08,66,Chicago,,Mon,Tue,Wed,Thu,Fri
18:49:44,66,Chicago,,Sat
16:04:44,66,Chicago,,Sat
16:57:44,66,Chicago,,Sun
16:10:38,66,Chicago,,Mon,Tue,Wed,Thu,Fri
17:25:44,66,Chicago,,Sat
14:10:26,66,Chicago,,Sun
12:30:56,66,Chicago,,Sat
07:39:50,66,Chicago,,Sat
16:08:14,66,Chicago,,Sun
23:08:02,66,Chicago,,Mon,Tue,Wed,Thu,Fri
11:28:14,66,Chicago,,Sun
09:38:44,66,Chicago,,Sat
18:47:44,66,Chicago,,Sun
11:04:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
11:33:08,66,Chicago,,Mon,Tue,Wed,Thu,Fri
06:52:44,66,Chicago,,Mon,Tue,Wed,Thu,Fri
21:20:32,66,Chicago,,Sat
13:45:38,66,Chicago,,Sat
12:01:14,66,Chicago,,Sun
23:51:32,66,Chicago,,Mon,Tue,Wed,Thu,Fri
10:09:44,66,Chicago,,Sat
06:46:50,66,Chicago,,Sat
11:01:44,66,Chicago,,Sat
04:17:50,66,Chicago,,Mon,Tue,Wed,Thu,Fri
08:51:44,66,Chicago,,Sun
13:18:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
06:59:20,66,Chicago,,Sun
23:54:38,66,Chicago,,Sat
13:55:26,66,Chicago,,Sun
04:25:08,66,Chicago,,Sat
19:53:44,66,Chicago,,Mon,Tue,Wed,Thu,Fri
19:09:32,66,Chicago,,Sat
17:32:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
15:31:44,66,Chicago,,Sun
20:14:44,66,Chicago,,Sun
18:12:14,66,Chicago,,Sat
13:52:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
16:49:44,66,Chicago,,Sat
10:17:14,66,Chicago,,Sat
15:29:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
08:21:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
14:47:14,66,Chicago,,Sat
12:11:26,66,Chicago,,Sat
15:39:14,66,Chicago,,Sun
10:15:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
19:46:14,66,Chicago,,Mon,Tue,Wed,Thu,Fri
00:12:50,66,Chicago,,Tue,Wed,Thu,Fri,Sat
12:50:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
02:56:50,66,Chicago,,Mon
06:48:14,66,Chicago,,Mon,Tue,Wed,Thu,Fri
11:09:14,66,Chicago,,Sat
11:04:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
15:22:26,66,Chicago,,Sun
03:58:38,66,Chicago,,Sat
07:55:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
15:42:14,66,Chicago,,Sat
10:50:14,66,Chicago,,Sun
13:17:56,66,Chicago,,Sat
21:40:32,66,Chicago,,Sat
14:34:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
14:52:14,66,Chicago,,Sat
14:42:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
12:08:56,66,Chicago,,Mon,Tue,Wed,Thu,Fri
10:10:14,66,Chicago,,Sat
14:55:56,66,Chicago,,Sun
19:55:44,66,Chicago,,Sun
24:08:08,66,Chicago,,Sat
11:41:44,66,Chicago,,Sun
13:14:14,66,Chicago,,Sun
14:27:14,66,Chicago,,Sat
22:36:50,66,Chicago,,Mon,Tue,Wed,Thu,Fri
17:06:38,66,Chicago,,Mon,Tue,Wed,Thu,Fri
13:29:08,66,Chicago,,Sat
08:26:32,66,Chicago,,Sat
07:13:50,66,Chicago,,Sat
04:24:38,66,Chicago,,Sun
20:48:14,66,Chicago,,Mon,Tue,Wed,Thu,Fri
12:17:56,66,Chicago,,Sat
13:40:38,66,Chicago,,Sat
09:47:44,66,Chicago,,Sun
08:22:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
14:22:14,66,Chicago,,Sat
22:43:08,66,Chicago,,Sun
17:17:44,66,Chicago,,Sat
18:05:14,66,Chicago,,Sat
06:34:02,66,Chicago,,Mon,Tue,Wed,Thu,Fri
10:54:44,66,Chicago,,Sat
16:16:38,66,Chicago,,Mon,Tue,Wed,Thu,Fri
09:19:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
06:26:50,66,Chicago,,Sun
06:09:50,66,Chicago,,Mon,Tue,Wed,Thu,Fri
16:12:38,66,Chicago,,Mon,Tue,Wed,Thu,Fri
16:55:44,66,Chicago,,Sat
06:07:50,66,Chicago,,Sat
06:55:50,66,Chicago,,Sat
07:14:44,66,Chicago,,Mon,Tue,Wed,Thu,Fri
19:37:14,66,Chicago,,Mon,Tue,Wed,Thu,Fri
18:07:44,66,Chicago,,Sun
08:46:26,66,Chicago,,Mon,Tue,Wed,Thu,Fri
17:18:38,66,Chicago,,Mon,Tue,Wed,Thu,Fri
05:49:50,66,Chicago,,Mon,Tue,Wed,Thu,Fri
12:54:56,66,Chicago,,Sat
16:27:44,66,Chicago,,Sun
05:14:50,66,Chicago,,Mon,Tue,Wed,Thu,Fri
22:26:32,66,Chicago,,Sat
06:23:50,66,Chicago,,Sat
17:36:44,66,Chicago,,Sat
17:27:44,66,Chicago,,Sun
16:57:44,66,Chicago,,Sun
08:11:20,66,Chicago,,Sun
15:47:14,66,Chicago,,Sat
15:42:14,66,Chicago,,Sat
