arrival_time,route_short_name,route_long_name,headsign,service_days
14:04:15,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
08:58:23,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
07:28:34,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:56:28,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
12:03:04,146,Inner Lake Shore/Michigan Express,,Sun
21:40:22,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:09:04,146,Inner Lake Shore/Michigan Express,,Sun
06:43:04,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
21:56:28,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
13:15:34,146,Inner Lake Shore/Michigan Express,,Sun
07:18:04,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
18:12:58,146,Inner Lake Shore/Michigan Express,,Sun
18:00:28,146,Inner Lake Shore/Michigan Express,,Sun
18:57:58,146,Inner Lake Shore/Michigan Express,,Sun
08:19:58,146,Inner Lake Shore/Michigan Express,,Sun
06:54:58,146,Inner Lake Shore/Michigan Express,,Sat
13:54:10,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
14:04:15,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:32:28,146,Inner Lake Shore/Michigan Express,,Sat
18:13:34,146,Inner Lake Shore/Michigan Express,,Sat
07:26:59,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
09:49:38,146,Inner Lake Shore/Michigan Express,,Sat
18:26:58,146,Inner Lake Shore/Michigan Express,,Sun
07:04:23,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
08:46:58,146,Inner Lake Shore/Michigan Express,,Sun
07:19:11,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
12:48:34,146,Inner Lake Shore/Michigan Express,,Sun
10:43:45,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
08:40:58,146,Inner Lake Shore/Michigan Express,,Sat
10:04:40,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
12:52:10,146,Inner Lake Shore/Michigan Express,,Sat
07:45:58,146,Inner Lake Shore/Michigan Express,,Sat
15:58:34,146,Inner Lake Shore/Michigan Express,,Sat
09:12:04,146,Inner Lake Shore/Michigan Express,,Sat
12:39:34,146,Inner Lake Shore/Michigan Express,,Sun
06:49:28,146,Inner Lake Shore/Michigan Express,,Sun
20:30:58,146,Inner Lake Shore/Michigan Express,,Sun
07:33:34,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
13:33:34,146,Inner Lake Shore/Michigan Express,,Sun
06:58:29,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
19:32:28,146,Inner Lake Shore/Michigan Express,,Sun
15:12:38,146,Inner Lake Shore/Michigan Express,,Sun
16:06:08,146,Inner Lake Shore/Michigan Express,,Sun
07:09:58,146,Inner Lake Shore/Michigan Express,,Sun
07:56:59,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
07:41:59,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
08:33:58,146,Inner Lake Shore/Michigan Express,,Sun
22:13:28,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:27:28,146,Inner Lake Shore/Michigan Express,,Sun
06:03:59,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
07:55:58,146,Inner Lake Shore/Michigan Express,,Sat
11:00:04,146,Inner Lake Shore/Michigan Express,,Sun
15:39:34,146,Inner Lake Shore/Michigan Express,,Sun
18:28:04,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:21:41,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
07:13:04,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
16:01:10,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
15:41:34,146,Inner Lake Shore/Michigan Express,,Sat
06:44:53,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
07:29:58,146,Inner Lake Shore/Michigan Express,,Sun
13:32:34,146,Inner Lake Shore/Michigan Express,,Sat
16:24:04,146,Inner Lake Shore/Michigan Express,,Sat
07:28:34,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:04:38,146,Inner Lake Shore/Michigan Express,,Sat
16:51:04,146,Inner Lake Shore/Michigan Express,,Sun
21:50:58,146,Inner Lake Shore/Michigan Express,,Sat
17:28:04,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
08:19:11,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
16:42:08,146,Inner Lake Shore/Michigan Express,,Sun
14:04:34,146,Inner Lake Shore/Michigan Express,,Sat
09:34:38,146,Inner Lake Shore/Michigan Express,,Sat
11:02:38,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:37:58,146,Inner Lake Shore/Michigan Express,,Sun
10:11:34,146,Inner Lake Shore/Michigan Express,,Sat
08:05:15,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
12:13:10,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:27:04,146,Inner Lake Shore/Michigan Express,,Sat
09:09:58,146,Inner Lake Shore/Michigan Express,,Sun
07:48:59,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
17:43:04,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
21:50:58,146,Inner Lake Shore/Michigan Express,,Sat
12:53:40,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:00:40,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
22:49:47,146,Inner Lake Shore/Michigan Express,,Sun
07:34:58,146,Inner Lake Shore/Michigan Express,,Sat
12:20:15,146,Inner Lake Shore/Michigan Express,,Sat
11:32:38,146,Inner Lake Shore/Michigan Express,,Sat
19:41:58,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:39:34,146,Inner Lake Shore/Michigan Express,,Sat
14:04:34,146,Inner Lake Shore/Michigan Express,,Sat
10:27:31,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
13:54:10,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
07:57:10,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
08:05:58,146,Inner Lake Shore/Michigan Express,,Sat
10:42:04,146,Inner Lake Shore/Michigan Express,,Sun
12:36:10,146,Inner Lake Shore/Michigan Express,,Sat
17:18:32,146,Inner Lake Shore/Michigan Express,,Sun
12:04:38,146,Inner Lake Shore/Michigan Express,,Sat
17:18:32,146,Inner Lake Shore/Michigan Express,,Sun
14:29:04,146,Inner Lake Shore/Michigan Express,,Sat
07:23:34,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
12:30:38,146,Inner Lake Shore/Michigan Express,,Sun
21:50:52,146,Inner Lake Shore/Michigan Express,,Sun
12:44:10,146,Inner Lake Shore/Michigan Express,,Sat
10:59:38,146,Inner Lake Shore/Michigan Express,,Sat
15:48:38,146,Inner Lake Shore/Michigan Express,,Sun
07:37:59,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
18:57:28,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
06:56:40,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:12:28,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
14:24:45,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
15:39:34,146,Inner Lake Shore/Michigan Express,,Sun
18:27:04,146,Inner Lake Shore/Michigan Express,,Sat
12:20:15,146,Inner Lake Shore/Michigan Express,,Sat
15:24:34,146,Inner Lake Shore/Michigan Express,,Sat
10:59:38,146,Inner Lake Shore/Michigan Express,,Sat
06:54:58,146,Inner Lake Shore/Michigan Express,,Sat
19:14:28,146,Inner Lake Shore/Michigan Express,,Sun
22:31:28,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
21:25:22,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
22:10:52,146,Inner Lake Shore/Michigan Express,,Sun
16:13:10,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:28:58,146,Inner Lake Shore/Michigan Express,,Sun
