arrival_time,route_short_name,route_long_name,headsign,service_days
09:07:00,,Red Line,,Sat
09:29:30,,Red Line,,Sat
10:14:30,,Red Line,,Sat
09:37:00,,Red Line,,Sat
09:44:30,,Red Line,,Sat
14:29:30,,Red Line,,Sat
14:37:00,,Red Line,,Sat
16:37:30,,Red Line,,Sat
15:55:30,,Red Line,,Sat
17:51:30,,Red Line,,Sun
18:21:30,,Red Line,,Sun
18:51:30,,Red Line,,Sun
19:06:30,,Red Line,,Sun
09:59:30,,Red Line,,Sat
10:07:00,,Red Line,,Sat
10:29:30,,Red Line,,Sat
10:37:00,,Red Line,,Sat
16:07:30,,Red Line,,Sat
15:49:30,,Red Line,,Sat
16:49:30,,Red Line,,Sat
16:19:30,,Red Line,,Sat
19:21:30,,Red Line,,Sun
19:44:00,,Red Line,,Sun
20:06:30,,Red Line,,Sun
20:21:30,,Red Line,,Sun
17:07:30,,Red Line,,Sat
17:25:30,,Red Line,,Sat
17:19:30,,Red Line,,Sat
17:37:30,,Red Line,,Sat
17:49:30,,Red Line,,Sat
17:55:30,,Red Line,,Sat
18:07:30,,Red Line,,Sat
16:25:30,,Red Line,,Sat
21:08:30,,Red Line,,Sun
22:06:30,,Red Line,,Sun
23:06:30,,Red Line,,Sun
00:58:30,,Red Line,,Mon
18:13:30,,Red Line,,Sat
19:14:30,,Red Line,,Sat
15:19:30,,Red Line,,Sat
15:25:30,,Red Line,,Sat
23:36:30,,Red Line,,Sat
23:06:30,,Red Line,,Sat
23:14:00,,Red Line,,Sat
23:29:00,,Red Line,,Sat
18:31:30,,Red Line,,Sat
19:01:30,,Red Line,,Sat
18:37:30,,Red Line,,Sat
19:44:00,,Red Line,,Sat
23:46:30,,Red Line,,Sat
22:14:00,,Red Line,,Sat
00:56:30,,Red Line,,Sun
21:06:30,,Red Line,,Sat
19:29:00,,Red Line,,Sat
18:43:30,,Red Line,,Sat
19:07:30,,Red Line,,Sat
19:36:30,,Red Line,,Sat
01:51:30,,Red Line,,Sun
01:36:30,,Red Line,,Sun
01:08:30,,Red Line,,Sun
18:29:00,,Red Line,,Sun
17:59:00,,Red Line,,Sun
21:46:30,,Red Line,,Sun
