arrival_time,route_short_name,route_long_name,headsign,service_days
05:47:00,,Green Line,,Sun
10:49:00,,Green Line,,Sun
21:35:00,,Green Line,,Sun
13:49:00,,Green Line,,Sun
19:09:00,,Green Line,,Sun
23:59:00,,Green Line,,Sun
24:23:00,,Green Line,,Sun
08:35:00,,Green Line,,Sun
16:09:00,,Green Line,,Sun
24:47:00,,Green Line,,Sun
11:09:00,,Green Line,,Sun
16:29:00,,Green Line,,Sun
21:59:00,,Green Line,,Sun
06:11:00,,Green Line,,Sun
19:29:00,,Green Line,,Sun
14:09:00,,Green Line,,Sun
08:59:00,,Green Line,,Sun
11:29:00,,Green Line,,Sun
16:49:00,,Green Line,,Sun
06:35:00,,Green Line,,Sun
14:29:00,,Green Line,,Sun
01:14:00,,Green Line,,Mon
09:23:00,,Green Line,,Sun
11:49:00,,Green Line,,Sun
17:09:00,,Green Line,,Sun
22:23:00,,Green Line,,Sun
14:49:00,,Green Line,,Sun
19:49:00,,Green Line,,Sun
12:29:00,,Green Line,,Sun
20:09:00,,Green Line,,Sun
06:59:00,,Green Line,,Sun
12:09:00,,Green Line,,Sun
17:29:00,,Green Line,,Sun
22:47:00,,Green Line,,Sun
09:47:00,,Green Line,,Sun
15:09:00,,Green Line,,Sun
20:29:00,,Green Line,,Sun
17:49:00,,Green Line,,Sun
23:11:00,,Green Line,,Sun
12:49:00,,Green Line,,Sun
18:09:00,,Green Line,,Sun
10:09:00,,Green Line,,Sun
01:44:00,,Green Line,,Mon
07:23:00,,Green Line,,Sun
23:35:00,,Green Line,,Sun
15:29:00,,Green Line,,Sun
20:49:00,,Green Line,,Sun
07:47:00,,Green Line,,Sun
13:09:00,,Green Line,,Sun
18:29:00,,Green Line,,Sun
10:29:00,,Green Line,,Sun
15:49:00,,Green Line,,Sun
08:11:00,,Green Line,,Sun
21:11:00,,Green Line,,Sun
13:29:00,,Green Line,,Sun
08:59:00,,Green Line,,Sat
13:29:00,,Green Line,,Sat
17:49:00,,Green Line,,Sat
20:09:00,,Green Line,,Sat
22:49:00,,Green Line,,Sat
01:14:00,,Green Line,,Sun
09:23:00,,Green Line,,Sat
18:49:00,,Green Line,,Sun
06:11:00,,Green Line,,Sat
13:49:00,,Green Line,,Sat
18:29:00,,Green Line,,Sat
10:09:00,,Green Line,,Sat
16:49:00,,Green Line,,Sat
21:09:00,,Green Line,,Sat
10:29:00,,Green Line,,Sat
11:10:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
