arrival_time,route_short_name,route_long_name,headsign,service_days
12:40:42,55N,55th/Narragansett,,Sat
05:34:39,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
06:39:39,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
16:40:42,55N,55th/Narragansett,,Sat
15:54:24,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
07:37:24,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
18:40:21,55N,55th/Narragansett,,Sat
13:57:12,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
18:02:06,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
07:25:51,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
18:13:33,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
16:52:27,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
19:45:12,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
09:10:21,55N,55th/Narragansett,,Sat
19:10:21,55N,55th/Narragansett,,Sat
16:29:27,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
10:52:21,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
06:39:39,55N,55th/Narragansett,,Sat
05:56:39,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
17:40:42,55N,55th/Narragansett,,Sat
06:39:39,55N,55th/Narragansett,,Sat
18:13:33,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
17:04:03,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
11:10:42,55N,55th/Narragansett,,Sat
12:10:42,55N,55th/Narragansett,,Sat
05:56:39,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
10:10:42,55N,55th/Narragansett,,Sat
05:39:39,55N,55th/Narragansett,,Sat
15:30:54,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
06:28:41,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
14:40:42,55N,55th/Narragansett,,Sat
16:05:57,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
18:59:12,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
14:40:42,55N,55th/Narragansett,,Sat
06:51:32,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
17:15:06,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
12:24:21,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
16:17:54,55N,55th/Narragansett,,Mon,Tue,Wed,Thu,Fri
