arrival_time,route_short_name,route_long_name,headsign,service_days
17:59:54,146,Inner Lake Shore/Michigan Express,,Sun
14:08:36,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
20:48:10,146,Inner Lake Shore/Michigan Express,,Sat
18:52:49,146,Inner Lake Shore/Michigan Express,,Sun
17:09:55,146,Inner Lake Shore/Michigan Express,,Sat
09:09:49,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:09:49,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
21:46:02,146,Inner Lake Shore/Michigan Express,,Sun
13:16:24,146,Inner Lake Shore/Michigan Express,,Sun
14:19:24,146,Inner Lake Shore/Michigan Express,,Sun
10:47:49,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:30:40,146,Inner Lake Shore/Michigan Express,,Sun
14:32:41,146,Inner Lake Shore/Michigan Express,,Sat
21:30:02,146,Inner Lake Shore/Michigan Express,,Sun
13:20:41,146,Inner Lake Shore/Michigan Express,,Sat
08:58:23,146,Inner Lake Shore/Michigan Express,,Sun
22:38:53,146,Inner Lake Shore/Michigan Express,,Sun
12:22:03,146,Inner Lake Shore/Michigan Express,,Sat
15:54:59,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
15:04:59,146,Inner Lake Shore/Michigan Express,,Sat
17:17:55,146,Inner Lake Shore/Michigan Express,,Sat
16:09:08,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
14:48:45,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
21:30:02,146,Inner Lake Shore/Michigan Express,,Sun
14:48:59,146,Inner Lake Shore/Michigan Express,,Sat
23:22:32,146,Inner Lake Shore/Michigan Express,,Sat
13:37:36,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:21:19,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
18:58:36,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
