arrival_time,route_short_name,route_long_name,headsign,service_days
05:42:30,,Green Line,,Sun
08:18:30,,Green Line,,Sun
10:44:30,,Green Line,,Sun
13:14:30,,Green Line,,Sun
21:30:30,,Green Line,,Sun
10:54:30,,Green Line,,Sun
13:44:30,,Green Line,,Sun
16:14:30,,Green Line,,Sun
19:04:30,,Green Line,,Sun
23:54:30,,Green Line,,Sun
21:42:30,,Green Line,,Sun
24:18:30,,Green Line,,Sun
05:54:30,,Green Line,,Sun
08:30:30,,Green Line,,Sun
16:04:30,,Green Line,,Sun
18:34:30,,Green Line,,Sun
24:42:30,,Green Line,,Sun
24:30:30,,Green Line,,Sun
11:04:30,,Green Line,,Sun
13:34:30,,Green Line,,Sun
16:24:30,,Green Line,,Sun
18:54:30,,Green Line,,Sun
21:54:30,,Green Line,,Sun
06:06:30,,Green Line,,Sun
16:34:30,,Green Line,,Sun
08:42:30,,Green Line,,Sun
11:14:30,,Green Line,,Sun
19:24:30,,Green Line,,Sun
14:04:30,,Green Line,,Sun
06:18:30,,Green Line,,Sun
08:54:30,,Green Line,,Sun
11:24:30,,Green Line,,Sun
13:54:30,,Green Line,,Sun
16:44:30,,Green Line,,Sun
19:14:30,,Green Line,,Sun
06:30:30,,Green Line,,Sun
09:06:30,,Green Line,,Sun
11:34:30,,Green Line,,Sun
14:24:30,,Green Line,,Sun
01:09:30,,Green Line,,Mon
06:42:30,,Green Line,,Sun
09:18:30,,Green Line,,Sun
11:44:30,,Green Line,,Sun
14:14:30,,Green Line,,Sun
17:04:30,,Green Line,,Sun
19:34:30,,Green Line,,Sun
22:18:30,,Green Line,,Sun
00:54:30,,Green Line,,Mon
11:54:30,,Green Line,,Sun
14:44:30,,Green Line,,Sun
16:54:30,,Green Line,,Sun
19:44:30,,Green Line,,Sun
22:06:30,,Green Line,,Sun
22:54:30,,Green Line,,Sun
12:24:30,,Green Line,,Sun
01:24:30,,Green Line,,Mon
17:14:30,,Green Line,,Sun
20:04:30,,Green Line,,Sun
22:30:30,,Green Line,,Sun
14:34:30,,Green Line,,Sun
06:54:30,,Green Line,,Sun
09:30:30,,Green Line,,Sun
12:04:30,,Green Line,,Sun
17:24:30,,Green Line,,Sun
19:54:30,,Green Line,,Sun
22:42:30,,Green Line,,Sun
09:42:30,,Green Line,,Sun
07:06:30,,Green Line,,Sun
12:14:30,,Green Line,,Sun
15:04:30,,Green Line,,Sun
17:34:30,,Green Line,,Sun
20:24:30,,Green Line,,Sun
14:54:30,,Green Line,,Sun
17:44:30,,Green Line,,Sun
20:14:30,,Green Line,,Sun
23:06:30,,Green Line,,Sun
12:44:30,,Green Line,,Sun
18:04:30,,Green Line,,Sun
20:34:30,,Green Line,,Sun
15:14:30,,Green Line,,Sun
23:18:30,,Green Line,,Sun
01:54:30,,Green Line,,Mon
10:04:30,,Green Line,,Sun
07:30:30,,Green Line,,Sun
12:34:30,,Green Line,,Sun
01:39:30,,Green Line,,Mon
07:18:30,,Green Line,,Sun
09:54:30,,Green Line,,Sun
23:30:30,,Green Line,,Sun
15:24:30,,Green Line,,Sun
17:54:30,,Green Line,,Sun
20:44:30,,Green Line,,Sun
07:42:30,,Green Line,,Sun
10:14:30,,Green Line,,Sun
13:04:30,,Green Line,,Sun
15:34:30,,Green Line,,Sun
18:24:30,,Green Line,,Sun
23:42:30,,Green Line,,Sun
20:54:30,,Green Line,,Sun
07:54:30,,Green Line,,Sun
10:24:30,,Green Line,,Sun
12:54:30,,Green Line,,Sun
15:44:30,,Green Line,,Sun
18:14:30,,Green Line,,Sun
08:06:30,,Green Line,,Sun
21:06:30,,Green Line,,Sun
10:34:30,,Green Line,,Sun
13:24:30,,Green Line,,Sun
15:54:30,,Green Line,,Sun
24:06:30,,Green Line,,Sun
08:54:30,,Green Line,,Sat
11:14:30,,Green Line,,Sat
13:24:30,,Green Line,,Sat
15:34:30,,Green Line,,Sat
17:44:30,,Green Line,,Sat
20:04:30,,Green Line,,Sat
22:44:30,,Green Line,,Sat
01:09:30,,Green Line,,Sun
09:18:30,,Green Line,,Sat
07:06:30,,Green Line,,Sat
18:44:30,,Green Line,,Sun
21:18:30,,Green Line,,Sun
06:06:30,,Green Line,,Sat
14:54:30,,Green Line,,Sat
11:34:30,,Green Line,,Sat
13:44:30,,Green Line,,Sat
16:14:30,,Green Line,,Sat
18:24:30,,Green Line,,Sat
07:30:30,,Green Line,,Sat
10:04:30,,Green Line,,Sat
12:14:30,,Green Line,,Sat
14:34:30,,Green Line,,Sat
16:44:30,,Green Line,,Sat
23:18:30,,Green Line,,Sat
01:54:30,,Green Line,,Sun
21:04:30,,Green Line,,Sat
07:54:30,,Green Line,,Sat
12:34:30,,Green Line,,Sat
10:24:30,,Green Line,,Sat
18:54:30,,Green Line,,Sat
24:06:30,,Green Line,,Sat
11:05:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
17:30:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
22:14:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
21:44:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
13:05:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
07:52:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
12:25:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
16:30:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
20:04:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
16:39:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
15:25:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
22:04:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
17:38:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
21:54:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
04:54:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
04:39:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
