arrival_time,route_short_name,route_long_name,headsign,service_days
05:16:00,,Green Line,,Sun
07:52:00,,Green Line,,Sun
10:18:00,,Green Line,,Sun
12:48:00,,Green Line,,Sun
10:28:00,,Green Line,,Sun
13:18:00,,Green Line,,Sun
15:48:00,,Green Line,,Sun
18:38:00,,Green Line,,Sun
23:28:00,,Green Line,,Sun
21:16:00,,Green Line,,Sun
23:52:00,,Green Line,,Sun
05:28:00,,Green Line,,Sun
08:04:00,,Green Line,,Sun
15:38:00,,Green Line,,Sun
18:08:00,,Green Line,,Sun
21:04:00,,Green Line,,Sun
24:16:00,,Green Line,,Sun
24:04:00,,Green Line,,Sun
10:38:00,,Green Line,,Sun
13:08:00,,Green Line,,Sun
15:58:00,,Green Line,,Sun
18:28:00,,Green Line,,Sun
21:28:00,,Green Line,,Sun
05:40:00,,Green Line,,Sun
16:08:00,,Green Line,,Sun
08:16:00,,Green Line,,Sun
10:48:00,,Green Line,,Sun
18:58:00,,Green Line,,Sun
13:38:00,,Green Line,,Sun
05:52:00,,Green Line,,Sun
08:28:00,,Green Line,,Sun
10:58:00,,Green Line,,Sun
13:28:00,,Green Line,,Sun
16:18:00,,Green Line,,Sun
18:48:00,,Green Line,,Sun
06:04:00,,Green Line,,Sun
08:40:00,,Green Line,,Sun
11:08:00,,Green Line,,Sun
13:58:00,,Green Line,,Sun
00:43:00,,Green Line,,Mon
06:16:00,,Green Line,,Sun
08:52:00,,Green Line,,Sun
11:18:00,,Green Line,,Sun
13:48:00,,Green Line,,Sun
16:38:00,,Green Line,,Sun
19:08:00,,Green Line,,Sun
21:52:00,,Green Line,,Sun
00:28:00,,Green Line,,Mon
11:28:00,,Green Line,,Sun
14:18:00,,Green Line,,Sun
16:28:00,,Green Line,,Sun
19:18:00,,Green Line,,Sun
21:40:00,,Green Line,,Sun
22:28:00,,Green Line,,Sun
11:58:00,,Green Line,,Sun
00:58:00,,Green Line,,Mon
16:48:00,,Green Line,,Sun
19:38:00,,Green Line,,Sun
22:04:00,,Green Line,,Sun
14:08:00,,Green Line,,Sun
06:28:00,,Green Line,,Sun
09:04:00,,Green Line,,Sun
11:38:00,,Green Line,,Sun
16:58:00,,Green Line,,Sun
19:28:00,,Green Line,,Sun
22:16:00,,Green Line,,Sun
09:16:00,,Green Line,,Sun
06:40:00,,Green Line,,Sun
11:48:00,,Green Line,,Sun
14:38:00,,Green Line,,Sun
17:08:00,,Green Line,,Sun
19:58:00,,Green Line,,Sun
14:28:00,,Green Line,,Sun
17:18:00,,Green Line,,Sun
19:48:00,,Green Line,,Sun
22:40:00,,Green Line,,Sun
01:13:00,,Green Line,,Mon
12:18:00,,Green Line,,Sun
17:38:00,,Green Line,,Sun
20:08:00,,Green Line,,Sun
14:48:00,,Green Line,,Sun
22:52:00,,Green Line,,Sun
01:28:00,,Green Line,,Mon
09:38:00,,Green Line,,Sun
07:04:00,,Green Line,,Sun
12:08:00,,Green Line,,Sun
06:52:00,,Green Line,,Sun
09:28:00,,Green Line,,Sun
23:04:00,,Green Line,,Sun
10:08:00,,Green Line,,Sun
14:58:00,,Green Line,,Sun
17:28:00,,Green Line,,Sun
20:18:00,,Green Line,,Sun
07:16:00,,Green Line,,Sun
09:48:00,,Green Line,,Sun
12:38:00,,Green Line,,Sun
15:08:00,,Green Line,,Sun
17:58:00,,Green Line,,Sun
23:16:00,,Green Line,,Sun
20:28:00,,Green Line,,Sun
07:28:00,,Green Line,,Sun
09:58:00,,Green Line,,Sun
12:28:00,,Green Line,,Sun
15:18:00,,Green Line,,Sun
17:48:00,,Green Line,,Sun
07:40:00,,Green Line,,Sun
20:40:00,,Green Line,,Sun
12:58:00,,Green Line,,Sun
15:28:00,,Green Line,,Sun
23:40:00,,Green Line,,Sun
08:28:00,,Green Line,,Sat
10:48:00,,Green Line,,Sat
12:58:00,,Green Line,,Sat
15:08:00,,Green Line,,Sat
17:18:00,,Green Line,,Sat
19:38:00,,Green Line,,Sat
22:18:00,,Green Line,,Sat
00:43:00,,Green Line,,Sun
08:52:00,,Green Line,,Sat
06:40:00,,Green Line,,Sat
11:08:00,,Green Line,,Sat
18:18:00,,Green Line,,Sun
20:52:00,,Green Line,,Sun
05:40:00,,Green Line,,Sat
14:28:00,,Green Line,,Sat
13:18:00,,Green Line,,Sat
15:48:00,,Green Line,,Sat
17:58:00,,Green Line,,Sat
07:04:00,,Green Line,,Sat
09:38:00,,Green Line,,Sat
11:48:00,,Green Line,,Sat
14:08:00,,Green Line,,Sat
16:18:00,,Green Line,,Sat
22:52:00,,Green Line,,Sat
01:28:00,,Green Line,,Sun
20:38:00,,Green Line,,Sat
07:28:00,,Green Line,,Sat
12:08:00,,Green Line,,Sat
09:58:00,,Green Line,,Sat
18:28:00,,Green Line,,Sat
23:40:00,,Green Line,,Sat
10:38:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
17:03:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
21:48:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
21:18:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
12:38:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
07:25:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
11:58:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
16:03:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
19:38:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
16:12:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
14:58:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
21:38:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
17:11:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
21:28:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
04:28:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
04:13:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
20:28:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
11:08:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
11:18:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
13:08:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
13:18:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
19:08:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
19:18:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
20:18:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
09:07:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
08:24:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
08:58:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
16:29:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
17:20:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
23:16:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
23:28:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
08:16:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
05:48:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
14:38:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
06:42:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
06:51:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
13:58:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
05:38:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
16:20:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
08:07:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
08:33:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
14:08:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
14:18:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
07:59:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
06:25:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
16:54:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
06:34:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
09:15:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
17:48:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
18:08:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
