arrival_time,route_short_name,route_long_name,headsign,service_days
06:16:08,147,Outer DuSable Lake Shore Express,,Sun
15:53:30,147,Outer DuSable Lake Shore Express,,Sat
22:01:04,147,Outer DuSable Lake Shore Express,,Sat
08:03:30,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
06:37:06,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
09:56:05,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
13:24:30,147,Outer DuSable Lake Shore Express,,Sat
19:14:29,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
11:16:34,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
12:34:01,147,Outer DuSable Lake Shore Express,,Sat
21:37:02,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
24:01:34,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
18:07:01,147,Outer DuSable Lake Shore Express,,Sun
05:45:38,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
19:54:04,147,Outer DuSable Lake Shore Express,,Sat
08:30:36,147,Outer DuSable Lake Shore Express,,Sun
18:37:01,147,Outer DuSable Lake Shore Express,,Sun
16:34:31,147,Outer DuSable Lake Shore Express,,Sun
17:18:30,147,Outer DuSable Lake Shore Express,,Sun
05:35:38,147,Outer DuSable Lake Shore Express,,Sun
10:23:34,147,Outer DuSable Lake Shore Express,,Sun
15:51:01,147,Outer DuSable Lake Shore Express,,Sun
17:08:00,147,Outer DuSable Lake Shore Express,,Sun
18:01:31,147,Outer DuSable Lake Shore Express,,Sat
14:59:59,147,Outer DuSable Lake Shore Express,,Sat
17:19:25,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
14:35:29,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
10:06:31,147,Outer DuSable Lake Shore Express,,Sat
18:57:01,147,Outer DuSable Lake Shore Express,,Sun
12:43:31,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
08:03:30,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
14:19:34,147,Outer DuSable Lake Shore Express,,Sun
20:11:01,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
14:50:59,147,Outer DuSable Lake Shore Express,,Sat
14:04:30,147,Outer DuSable Lake Shore Express,,Sat
20:26:04,147,Outer DuSable Lake Shore Express,,Sun
21:46:34,147,Outer DuSable Lake Shore Express,,Sun
20:44:31,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
18:07:02,147,Outer DuSable Lake Shore Express,,Sat
23:40:35,147,Outer DuSable Lake Shore Express,,Sun
20:39:34,147,Outer DuSable Lake Shore Express,,Sun
22:21:04,147,Outer DuSable Lake Shore Express,,Sat
14:15:30,147,Outer DuSable Lake Shore Express,,Sat
19:14:31,147,Outer DuSable Lake Shore Express,,Sat
10:36:05,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
10:36:05,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
08:56:06,147,Outer DuSable Lake Shore Express,,Sat
18:37:01,147,Outer DuSable Lake Shore Express,,Sun
11:30:01,147,Outer DuSable Lake Shore Express,,Sat
