arrival_time,route_short_name,route_long_name,headsign,service_days
11:14:32,6,Jackson Park Express,,Sat
19:16:24,6,Jackson Park Express,,Sat
08:55:54,6,Jackson Park Express,,Sat
04:23:28,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
07:03:41,28,Stony Island,,Mon,Tue,Wed,Thu,Fri
16:29:43,6,Jackson Park Express,,Sat
11:12:51,6,Jackson Park Express,,Sun
07:15:32,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
18:21:13,6,Jackson Park Express,,Sat
20:26:07,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
15:21:32,6,Jackson Park Express,,Sun
11:08:02,6,Jackson Park Express,,Sun
10:55:02,6,Jackson Park Express,,Sat
06:54:07,6,Jackson Park Express,,Sun
24:06:37,6,Jackson Park Express,,Sat
17:30:43,6,Jackson Park Express,,Sat
05:12:56,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
05:56:26,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
18:46:32,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
16:26:32,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
08:03:07,6,Jackson Park Express,,Sun
15:15:32,6,Jackson Park Express,,Sat
05:18:28,6,Jackson Park Express,,Sun
11:21:02,6,Jackson Park Express,,Sun
20:43:07,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
06:53:54,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
19:02:02,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
13:54:32,6,Jackson Park Express,,Sat
12:36:32,6,Jackson Park Express,,Sun
09:09:43,6,Jackson Park Express,,Sat
23:41:58,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
16:43:04,28,Stony Island,,Mon,Tue,Wed,Thu,Fri
16:28:04,28,Stony Island,,Mon,Tue,Wed,Thu,Fri
20:39:35,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
09:37:05,28,Stony Island,,Mon,Tue,Wed,Thu,Fri
16:14:32,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
21:32:37,6,Jackson Park Express,,Sun
07:09:07,6,Jackson Park Express,,Sat
12:30:51,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
11:43:02,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
09:51:07,28,Stony Island,,Mon,Tue,Wed,Thu,Fri
09:18:54,6,Jackson Park Express,,Sat
14:38:02,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
19:55:37,6,Jackson Park Express,,Sat
16:00:32,6,Jackson Park Express,,Sat
09:37:05,28,Stony Island,,Mon,Tue,Wed,Thu,Fri
12:25:32,6,Jackson Park Express,,Sat
14:32:02,6,Jackson Park Express,,Sat
07:54:02,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
17:35:24,6,Jackson Park Express,,Sun
18:31:24,6,Jackson Park Express,,Sun
11:38:02,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
16:28:04,28,Stony Island,,Mon,Tue,Wed,Thu,Fri
14:14:32,6,Jackson Park Express,,Sat
11:19:02,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
22:49:56,6,Jackson Park Express,,Sat
17:04:24,6,Jackson Park Express,,Sun
20:20:07,6,Jackson Park Express,,Sat
23:52:28,6,Jackson Park Express,,Sat
15:38:02,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
08:00:07,6,Jackson Park Express,,Sat
12:06:51,6,Jackson Park Express,,Sun
13:09:32,6,Jackson Park Express,,Sat
08:08:02,28,Stony Island,,Mon,Tue,Wed,Thu,Fri
20:22:05,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
15:11:02,6,Jackson Park Express,,Sun
05:27:58,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
14:42:51,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
06:55:05,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
23:20:28,6,Jackson Park Express,,Sat
07:34:13,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
09:06:35,28,Stony Island,,Mon,Tue,Wed,Thu,Fri
16:11:32,6,Jackson Park Express,,Sat
05:19:07,6,Jackson Park Express,,Sun
20:09:45,6,Jackson Park Express,,Sun
09:59:24,6,Jackson Park Express,,Sun
15:14:02,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
21:12:37,6,Jackson Park Express,,Sun
19:55:07,6,Jackson Park Express,,Mon,Tue,Wed,Thu,Fri
08:10:07,6,Jackson Park Express,,Sat
19:31:45,6,Jackson Park Express,,Sun
