arrival_time,route_short_name,route_long_name,headsign,service_days
18:53:12,146,Inner Lake Shore/Michigan Express,,Sun
15:04:40,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
21:39:29,146,Inner Lake Shore/Michigan Express,,Sat
19:40:29,146,Inner Lake Shore/Michigan Express,,Sun
18:11:45,146,Inner Lake Shore/Michigan Express,,Sat
09:58:56,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:58:56,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
22:33:29,146,Inner Lake Shore/Michigan Express,,Sun
14:08:42,146,Inner Lake Shore/Michigan Express,,Sun
15:47:13,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:05:08,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
11:38:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
18:36:38,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
20:17:59,146,Inner Lake Shore/Michigan Express,,Sun
15:32:56,146,Inner Lake Shore/Michigan Express,,Sat
22:17:29,146,Inner Lake Shore/Michigan Express,,Sun
14:20:56,146,Inner Lake Shore/Michigan Express,,Sat
09:38:45,146,Inner Lake Shore/Michigan Express,,Sun
23:23:42,146,Inner Lake Shore/Michigan Express,,Sun
13:19:10,146,Inner Lake Shore/Michigan Express,,Sat
16:07:12,146,Inner Lake Shore/Michigan Express,,Sat
18:19:42,146,Inner Lake Shore/Michigan Express,,Sat
15:47:24,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
22:17:29,146,Inner Lake Shore/Michigan Express,,Sun
15:51:12,146,Inner Lake Shore/Michigan Express,,Sat
24:08:45,146,Inner Lake Shore/Michigan Express,,Sat
19:58:40,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
21:54:42,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:44:27,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
13:56:26,146,Inner Lake Shore/Michigan Express,,Sat
11:38:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
14:43:40,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
11:02:45,146,Inner Lake Shore/Michigan Express,,Sun
10:39:45,146,Inner Lake Shore/Michigan Express,,Sun
08:59:45,146,Inner Lake Shore/Michigan Express,,Sun
12:18:42,146,Inner Lake Shore/Michigan Express,,Sun
17:58:24,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
12:49:42,146,Inner Lake Shore/Michigan Express,,Sun
17:23:10,146,Inner Lake Shore/Michigan Express,,Sat
17:03:39,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
19:32:31,146,Inner Lake Shore/Michigan Express,,Sun
07:55:12,146,Inner Lake Shore/Michigan Express,,Sun
19:08:29,146,Inner Lake Shore/Michigan Express,,Sun
19:25:29,146,Inner Lake Shore/Michigan Express,,Sun
18:04:42,146,Inner Lake Shore/Michigan Express,,Sun
21:27:45,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
06:52:59,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:22:42,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
14:44:56,146,Inner Lake Shore/Michigan Express,,Sat
18:30:15,146,Inner Lake Shore/Michigan Express,,Sun
16:58:26,146,Inner Lake Shore/Michigan Express,,Sat
10:43:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:58:24,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:30:12,146,Inner Lake Shore/Michigan Express,,Sun
07:33:15,146,Inner Lake Shore/Michigan Express,,Sun
24:00:42,146,Inner Lake Shore/Michigan Express,,Sun
17:44:08,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
16:15:42,146,Inner Lake Shore/Michigan Express,,Sat
13:27:12,146,Inner Lake Shore/Michigan Express,,Sun
18:38:12,146,Inner Lake Shore/Michigan Express,,Sun
16:49:38,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
10:53:12,146,Inner Lake Shore/Michigan Express,,Sat
08:17:15,146,Inner Lake Shore/Michigan Express,,Sun
16:57:29,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
23:05:59,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:41:39,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
23:07:29,146,Inner Lake Shore/Michigan Express,,Sun
18:48:38,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
08:38:45,146,Inner Lake Shore/Michigan Express,,Sun
13:22:56,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
11:44:12,146,Inner Lake Shore/Michigan Express,,Sat
22:39:29,146,Inner Lake Shore/Michigan Express,,Sat
21:35:29,146,Inner Lake Shore/Michigan Express,,Sun
19:18:29,146,Inner Lake Shore/Michigan Express,,Sat
09:47:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
22:09:29,146,Inner Lake Shore/Michigan Express,,Sat
18:57:43,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
22:30:59,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:19:15,146,Inner Lake Shore/Michigan Express,,Sun
18:11:10,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
18:56:21,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
14:43:40,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
16:31:38,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:08:05,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
18:19:42,146,Inner Lake Shore/Michigan Express,,Sat
23:47:59,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
16:17:13,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:34:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
20:57:59,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
14:23:40,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:31:59,146,Inner Lake Shore/Michigan Express,,Sat
