arrival_time,route_short_name,route_long_name,headsign,service_days
18:52:44,146,Inner Lake Shore/Michigan Express,,Sun
15:04:08,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
21:39:02,146,Inner Lake Shore/Michigan Express,,Sat
19:40:02,146,Inner Lake Shore/Michigan Express,,Sun
18:11:16,146,Inner Lake Shore/Michigan Express,,Sat
09:58:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:58:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
22:33:02,146,Inner Lake Shore/Michigan Express,,Sun
14:08:14,146,Inner Lake Shore/Michigan Express,,Sun
15:46:30,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:04:23,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
11:37:56,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
18:35:53,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
20:17:32,146,Inner Lake Shore/Michigan Express,,Sun
15:32:26,146,Inner Lake Shore/Michigan Express,,Sat
22:17:02,146,Inner Lake Shore/Michigan Express,,Sun
14:20:26,146,Inner Lake Shore/Michigan Express,,Sat
09:38:21,146,Inner Lake Shore/Michigan Express,,Sun
23:23:14,146,Inner Lake Shore/Michigan Express,,Sun
13:18:38,146,Inner Lake Shore/Michigan Express,,Sat
16:06:44,146,Inner Lake Shore/Michigan Express,,Sat
18:19:14,146,Inner Lake Shore/Michigan Express,,Sat
15:46:49,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
22:17:02,146,Inner Lake Shore/Michigan Express,,Sun
15:50:44,146,Inner Lake Shore/Michigan Express,,Sat
24:08:21,146,Inner Lake Shore/Michigan Express,,Sat
19:58:08,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
21:54:14,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:43:52,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
13:55:56,146,Inner Lake Shore/Michigan Express,,Sat
11:37:56,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
14:43:08,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
11:02:21,146,Inner Lake Shore/Michigan Express,,Sun
10:39:21,146,Inner Lake Shore/Michigan Express,,Sun
08:59:21,146,Inner Lake Shore/Michigan Express,,Sun
12:18:14,146,Inner Lake Shore/Michigan Express,,Sun
17:57:49,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
12:49:14,146,Inner Lake Shore/Michigan Express,,Sun
17:22:38,146,Inner Lake Shore/Michigan Express,,Sat
17:02:55,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
19:32:04,146,Inner Lake Shore/Michigan Express,,Sun
07:54:44,146,Inner Lake Shore/Michigan Express,,Sun
19:08:02,146,Inner Lake Shore/Michigan Express,,Sun
19:25:02,146,Inner Lake Shore/Michigan Express,,Sun
18:04:14,146,Inner Lake Shore/Michigan Express,,Sun
21:27:16,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
06:52:32,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:22:12,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
14:44:26,146,Inner Lake Shore/Michigan Express,,Sat
18:29:46,146,Inner Lake Shore/Michigan Express,,Sun
16:57:56,146,Inner Lake Shore/Michigan Express,,Sat
10:42:56,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:57:49,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:29:44,146,Inner Lake Shore/Michigan Express,,Sun
07:32:51,146,Inner Lake Shore/Michigan Express,,Sun
24:00:14,146,Inner Lake Shore/Michigan Express,,Sun
17:43:23,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
16:15:14,146,Inner Lake Shore/Michigan Express,,Sat
13:26:44,146,Inner Lake Shore/Michigan Express,,Sun
18:37:44,146,Inner Lake Shore/Michigan Express,,Sun
16:49:01,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
10:52:44,146,Inner Lake Shore/Michigan Express,,Sat
08:16:51,146,Inner Lake Shore/Michigan Express,,Sun
16:56:56,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
23:05:32,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:40:55,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
23:07:02,146,Inner Lake Shore/Michigan Express,,Sun
18:47:53,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
08:38:21,146,Inner Lake Shore/Michigan Express,,Sun
13:22:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
11:43:44,146,Inner Lake Shore/Michigan Express,,Sat
22:39:02,146,Inner Lake Shore/Michigan Express,,Sat
21:35:02,146,Inner Lake Shore/Michigan Express,,Sun
19:18:02,146,Inner Lake Shore/Michigan Express,,Sat
09:46:56,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
22:09:02,146,Inner Lake Shore/Michigan Express,,Sat
18:57:10,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
22:30:32,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:18:51,146,Inner Lake Shore/Michigan Express,,Sun
18:10:38,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
18:55:40,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
14:43:08,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
16:31:01,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:07:34,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
18:19:14,146,Inner Lake Shore/Michigan Express,,Sat
23:47:32,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
16:16:30,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:33:56,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
20:57:28,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
14:23:08,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:31:28,146,Inner Lake Shore/Michigan Express,,Sat
10:55:14,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
15:40:44,146,Inner Lake Shore/Michigan Express,,Sun
09:38:21,146,Inner Lake Shore/Michigan Express,,Sun
23:23:14,146,Inner Lake Shore/Michigan Express,,Sun
15:20:14,146,Inner Lake Shore/Michigan Express,,Sun
20:40:02,146,Inner Lake Shore/Michigan Express,,Sat
16:23:44,146,Inner Lake Shore/Michigan Express,,Sat
08:13:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
14:04:26,146,Inner Lake Shore/Michigan Express,,Sat
13:38:38,146,Inner Lake Shore/Michigan Express,,Sat
18:04:44,146,Inner Lake Shore/Michigan Express,,Sat
13:49:44,146,Inner Lake Shore/Michigan Express,,Sun
07:56:32,146,Inner Lake Shore/Michigan Express,,Sat
20:49:04,146,Inner Lake Shore/Michigan Express,,Sat
23:22:44,146,Inner Lake Shore/Michigan Express,,Sat
15:58:44,146,Inner Lake Shore/Michigan Express,,Sat
13:26:44,146,Inner Lake Shore/Michigan Express,,Sun
11:26:44,146,Inner Lake Shore/Michigan Express,,Sat
20:41:58,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:20:56,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
08:52:58,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:06:01,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
16:01:30,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
24:03:21,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
20:48:02,146,Inner Lake Shore/Michigan Express,,Sun
19:02:08,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
08:16:51,146,Inner Lake Shore/Michigan Express,,Sun
12:43:08,146,Inner Lake Shore/Michigan Express,,Sat
18:20:55,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
24:19:44,146,Inner Lake Shore/Michigan Express,,Sun
14:03:08,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
18:04:33,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
08:15:32,146,Inner Lake Shore/Michigan Express,,Sat
14:28:26,146,Inner Lake Shore/Michigan Express,,Sat
08:13:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:39:26,146,Inner Lake Shore/Michigan Express,,Sat
12:40:56,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:02:53,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
11:02:21,146,Inner Lake Shore/Michigan Express,,Sun
10:12:02,146,Inner Lake Shore/Michigan Express,,Sat
20:22:26,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
08:59:21,146,Inner Lake Shore/Michigan Express,,Sun
10:52:44,146,Inner Lake Shore/Michigan Express,,Sat
07:42:44,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
09:34:02,146,Inner Lake Shore/Michigan Express,,Sat
13:08:08,146,Inner Lake Shore/Michigan Express,,Sat
12:18:14,146,Inner Lake Shore/Michigan Express,,Sun
20:28:28,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
15:02:14,146,Inner Lake Shore/Michigan Express,,Sun
14:28:26,146,Inner Lake Shore/Michigan Express,,Sat
23:19:32,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
19:46:08,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
16:33:04,136,Sheridan/LaSalle Express,,Mon,Tue,Wed,Thu,Fri
15:04:08,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
14:20:26,146,Inner Lake Shore/Michigan Express,,Sat
19:39:40,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
15:20:14,146,Inner Lake Shore/Michigan Express,,Sun
18:27:14,146,Inner Lake Shore/Michigan Express,,Sat
16:10:01,146,Inner Lake Shore/Michigan Express,,Mon,Tue,Wed,Thu,Fri
17:19:55,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
16:40:30,148,Clarendon/Michigan Express,,Mon,Tue,Wed,Thu,Fri
