arrival_time,route_short_name,route_long_name,headsign,service_days
09:08:30,,Red Line,,Sat
09:31:00,,Red Line,,Sat
10:16:00,,Red Line,,Sat
09:38:30,,Red Line,,Sat
14:31:00,,Red Line,,Sat
14:38:30,,Red Line,,Sat
16:39:00,,Red Line,,Sat
15:57:00,,Red Line,,Sat
17:53:00,,Red Line,,Sun
18:23:00,,Red Line,,Sun
18:53:00,,Red Line,,Sun
19:08:00,,Red Line,,Sun
09:46:00,,Red Line,,Sat
10:01:00,,Red Line,,Sat
10:08:30,,Red Line,,Sat
10:31:00,,Red Line,,Sat
10:38:30,,Red Line,,Sat
16:09:00,,Red Line,,Sat
15:51:00,,Red Line,,Sat
16:51:00,,Red Line,,Sat
16:21:00,,Red Line,,Sat
19:23:00,,Red Line,,Sun
19:45:30,,Red Line,,Sun
20:08:00,,Red Line,,Sun
20:23:00,,Red Line,,Sun
17:09:00,,Red Line,,Sat
17:27:00,,Red Line,,Sat
17:21:00,,Red Line,,Sat
17:39:00,,Red Line,,Sat
17:51:00,,Red Line,,Sat
17:57:00,,Red Line,,Sat
18:09:00,,Red Line,,Sat
16:27:00,,Red Line,,Sat
21:10:00,,Red Line,,Sun
22:08:00,,Red Line,,Sun
23:08:00,,Red Line,,Sun
01:00:00,,Red Line,,Mon
18:15:00,,Red Line,,Sat
19:16:00,,Red Line,,Sat
15:21:00,,Red Line,,Sat
15:27:00,,Red Line,,Sat
23:38:00,,Red Line,,Sat
23:08:00,,Red Line,,Sat
23:15:30,,Red Line,,Sat
23:30:30,,Red Line,,Sat
18:33:00,,Red Line,,Sat
19:03:00,,Red Line,,Sat
18:39:00,,Red Line,,Sat
19:45:30,,Red Line,,Sat
23:48:00,,Red Line,,Sat
22:15:30,,Red Line,,Sat
00:58:00,,Red Line,,Sun
21:08:00,,Red Line,,Sat
19:30:30,,Red Line,,Sat
18:45:00,,Red Line,,Sat
19:09:00,,Red Line,,Sat
19:38:00,,Red Line,,Sat
01:53:00,,Red Line,,Sun
01:38:00,,Red Line,,Sun
01:10:00,,Red Line,,Sun
18:30:30,,Red Line,,Sun
18:00:30,,Red Line,,Sun
21:48:00,,Red Line,,Sun
21:15:30,,Red Line,,Sat
20:08:00,,Red Line,,Sat
20:00:30,,Red Line,,Sat
22:30:30,,Red Line,,Sat
03:08:00,,Red Line,,Sun
19:00:30,,Red Line,,Sun
19:30:30,,Red Line,,Sun
20:00:30,,Red Line,,Sun
20:15:30,,Red Line,,Sat
20:45:30,,Red Line,,Sat
21:00:30,,Red Line,,Sat
21:38:00,,Red Line,,Sat
24:18:00,,Red Line,,Sat
23:58:00,,Red Line,,Sat
00:48:00,,Red Line,,Sun
24:28:00,,Red Line,,Sat
08:28:00,,Red Line,,Sun
20:30:30,,Red Line,,Sat
20:38:00,,Red Line,,Sat
21:30:30,,Red Line,,Sat
21:45:30,,Red Line,,Sat
22:00:30,,Red Line,,Sat
02:08:00,,Red Line,,Sun
02:53:00,,Red Line,,Sun
02:38:00,,Red Line,,Sun
03:23:00,,Red Line,,Sun
07:38:00,,Red Line,,Sun
06:02:00,,Red Line,,Sun
22:08:00,,Red Line,,Sat
22:38:00,,Red Line,,Sat
22:45:30,,Red Line,,Sat
23:00:30,,Red Line,,Sat
05:14:00,,Red Line,,Sun
06:58:00,,Red Line,,Sun
