arrival_time,route_short_name,route_long_name,headsign,service_days
06:44:00,,Green Line,,Sun
09:21:00,,Green Line,,Sun
11:42:00,,Green Line,,Sun
14:32:00,,Green Line,,Sun
22:33:00,,Green Line,,Sun
20:02:00,,Green Line,,Sun
00:57:00,,Green Line,,Mon
12:12:00,,Green Line,,Sun
14:42:00,,Green Line,,Sun
17:32:00,,Green Line,,Sun
23:09:00,,Green Line,,Sun
01:21:00,,Green Line,,Mon
06:57:00,,Green Line,,Sun
09:33:00,,Green Line,,Sun
17:02:00,,Green Line,,Sun
19:52:00,,Green Line,,Sun
20:32:00,,Green Line,,Sun
01:33:00,,Green Line,,Mon
17:52:00,,Green Line,,Sun
12:02:00,,Green Line,,Sun
14:52:00,,Green Line,,Sun
17:22:00,,Green Line,,Sun
22:57:00,,Green Line,,Sun
20:12:00,,Green Line,,Sun
07:09:00,,Green Line,,Sun
09:45:00,,Green Line,,Sun
12:32:00,,Green Line,,Sun
15:02:00,,Green Line,,Sun
20:22:00,,Green Line,,Sun
01:45:00,,Green Line,,Mon
07:21:00,,Green Line,,Sun
09:57:00,,Green Line,,Sun
12:22:00,,Green Line,,Sun
15:12:00,,Green Line,,Sun
17:42:00,,Green Line,,Sun
07:33:00,,Green Line,,Sun
12:52:00,,Green Line,,Sun
10:09:00,,Green Line,,Sun
15:22:00,,Green Line,,Sun
23:33:00,,Green Line,,Sun
07:45:00,,Green Line,,Sun
10:21:00,,Green Line,,Sun
12:42:00,,Green Line,,Sun
15:32:00,,Green Line,,Sun
18:02:00,,Green Line,,Sun
20:52:00,,Green Line,,Sun
23:21:00,,Green Line,,Sun
13:12:00,,Green Line,,Sun
18:12:00,,Green Line,,Sun
20:42:00,,Green Line,,Sun
23:57:00,,Green Line,,Sun
10:52:00,,Green Line,,Sun
15:42:00,,Green Line,,Sun
21:02:00,,Green Line,,Sun
18:32:00,,Green Line,,Sun
07:57:00,,Green Line,,Sun
10:32:00,,Green Line,,Sun
13:02:00,,Green Line,,Sun
15:52:00,,Green Line,,Sun
18:22:00,,Green Line,,Sun
21:12:00,,Green Line,,Sun
23:45:00,,Green Line,,Sun
05:29:00,,Green Line,,Sun
08:09:00,,Green Line,,Sun
10:42:00,,Green Line,,Sun
13:32:00,,Green Line,,Sun
18:52:00,,Green Line,,Sun
16:02:00,,Green Line,,Sun
21:22:00,,Green Line,,Sun
13:22:00,,Green Line,,Sun
24:09:00,,Green Line,,Sun
16:12:00,,Green Line,,Sun
18:42:00,,Green Line,,Sun
21:33:00,,Green Line,,Sun
11:12:00,,Green Line,,Sun
13:42:00,,Green Line,,Sun
16:32:00,,Green Line,,Sun
21:57:00,,Green Line,,Sun
19:02:00,,Green Line,,Sun
24:21:00,,Green Line,,Sun
05:59:00,,Green Line,,Sun
08:33:00,,Green Line,,Sun
11:02:00,,Green Line,,Sun
21:45:00,,Green Line,,Sun
05:44:00,,Green Line,,Sun
08:21:00,,Green Line,,Sun
24:33:00,,Green Line,,Sun
06:29:00,,Green Line,,Sun
09:09:00,,Green Line,,Sun
13:52:00,,Green Line,,Sun
16:22:00,,Green Line,,Sun
19:12:00,,Green Line,,Sun
06:14:00,,Green Line,,Sun
08:45:00,,Green Line,,Sun
11:32:00,,Green Line,,Sun
14:02:00,,Green Line,,Sun
16:52:00,,Green Line,,Sun
19:22:00,,Green Line,,Sun
22:21:00,,Green Line,,Sun
00:45:00,,Green Line,,Mon
08:57:00,,Green Line,,Sun
11:22:00,,Green Line,,Sun
16:42:00,,Green Line,,Sun
14:12:00,,Green Line,,Sun
19:32:00,,Green Line,,Sun
22:09:00,,Green Line,,Sun
11:52:00,,Green Line,,Sun
14:22:00,,Green Line,,Sun
01:09:00,,Green Line,,Mon
07:45:00,,Green Line,,Sat
09:57:00,,Green Line,,Sat
12:12:00,,Green Line,,Sat
14:22:00,,Green Line,,Sat
16:32:00,,Green Line,,Sat
18:42:00,,Green Line,,Sat
21:02:00,,Green Line,,Sat
23:45:00,,Green Line,,Sat
05:59:00,,Green Line,,Sat
08:09:00,,Green Line,,Sat
10:21:00,,Green Line,,Sat
17:12:00,,Green Line,,Sun
19:42:00,,Green Line,,Sun
22:45:00,,Green Line,,Sun
19:42:00,,Green Line,,Sat
07:09:00,,Green Line,,Sat
09:21:00,,Green Line,,Sat
12:32:00,,Green Line,,Sat
14:42:00,,Green Line,,Sat
17:12:00,,Green Line,,Sat
11:02:00,,Green Line,,Sat
19:22:00,,Green Line,,Sat
06:29:00,,Green Line,,Sat
08:33:00,,Green Line,,Sat
15:32:00,,Green Line,,Sat
13:12:00,,Green Line,,Sat
21:42:00,,Green Line,,Sat
17:42:00,,Green Line,,Sat
24:21:00,,Green Line,,Sat
08:57:00,,Green Line,,Sat
22:02:00,,Green Line,,Sat
11:22:00,,Green Line,,Sat
01:09:00,,Green Line,,Sun
13:32:00,,Green Line,,Sat
12:03:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
14:13:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
12:13:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
18:16:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
18:24:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
21:22:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
16:08:30,,Green Line,,Mon,Tue,Wed,Thu,Fri
16:00:00,,Green Line,,Mon,Tue,Wed,Thu,Fri
