arrival_time,route_short_name,route_long_name,headsign,service_days
13:36:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
07:24:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
10:47:00,57,Laramie,,Sat
17:24:34,7,Harrison,,Mon,Tue,Wed,Thu,Fri
11:56:30,57,Laramie,,Sun
11:53:30,57,Laramie,,Sat
18:06:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
09:08:33,7,Harrison,,Mon,Tue,Wed,Thu,Fri
11:10:30,57,Laramie,,Sun
11:49:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
08:55:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
11:29:34,7,Harrison,,Mon,Tue,Wed,Thu,Fri
08:28:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
17:55:00,57,Laramie,,Sun
06:37:30,57,Laramie,,Sat
11:49:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
17:08:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
16:45:00,57,Laramie,,Sat
15:53:00,57,Laramie,,Sat
11:49:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
13:05:00,57,Laramie,,Sun
14:07:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
12:06:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
09:07:00,57,Laramie,,Sat
11:12:03,7,Harrison,,Mon,Tue,Wed,Thu,Fri
15:23:04,7,Harrison,,Mon,Tue,Wed,Thu,Fri
13:18:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
16:54:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
21:06:03,7,Harrison,,Mon,Tue,Wed,Thu,Fri
14:47:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
06:37:30,57,Laramie,,Sat
10:07:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
12:59:30,57,Laramie,,Sat
13:17:30,57,Laramie,,Sat
19:30:04,7,Harrison,,Mon,Tue,Wed,Thu,Fri
12:47:04,7,Harrison,,Mon,Tue,Wed,Thu,Fri
16:10:04,7,Harrison,,Mon,Tue,Wed,Thu,Fri
11:37:00,57,Laramie,,Sat
12:23:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
06:55:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
20:56:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
10:24:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
17:37:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
06:24:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
19:27:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
16:25:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
12:06:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
08:41:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
17:09:34,7,Harrison,,Mon,Tue,Wed,Thu,Fri
16:11:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
16:10:00,57,Laramie,,Sat
17:32:00,57,Laramie,,Sun
18:21:30,57,Laramie,,Sat
09:00:00,57,Laramie,,Sun
10:41:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
07:24:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
13:00:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
13:52:00,57,Laramie,,Sat
07:24:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
09:00:00,57,Laramie,,Sun
08:33:33,7,Harrison,,Mon,Tue,Wed,Thu,Fri
18:24:34,7,Harrison,,Mon,Tue,Wed,Thu,Fri
13:52:00,57,Laramie,,Sat
08:42:30,57,Laramie,,Sat
07:58:34,7,Harrison,,Mon,Tue,Wed,Thu,Fri
21:26:04,7,Harrison,,Mon,Tue,Wed,Thu,Fri
08:42:30,57,Laramie,,Sat
15:37:34,7,Harrison,,Mon,Tue,Wed,Thu,Fri
18:06:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
14:21:34,7,Harrison,,Mon,Tue,Wed,Thu,Fri
18:19:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
17:07:30,57,Laramie,,Sun
14:17:00,57,Laramie,,Sun
09:07:00,57,Laramie,,Sat
06:58:33,7,Harrison,,Mon,Tue,Wed,Thu,Fri
09:00:00,57,Laramie,,Sun
14:07:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
19:27:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
16:18:30,57,Laramie,,Sun
21:20:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
07:27:30,57,Laramie,,Sat
15:00:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
09:22:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
14:20:30,57,Laramie,,Mon,Tue,Wed,Thu,Fri
20:27:03,7,Harrison,,Mon,Tue,Wed,Thu,Fri
13:00:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
16:55:34,7,Harrison,,Mon,Tue,Wed,Thu,Fri
15:14:00,57,Laramie,,Mon,Tue,Wed,Thu,Fri
11:10:30,57,Laramie,,Sun
21:45:04,7,Harrison,,Mon,Tue,Wed,Thu,Fri
