arrival_time,route_short_name,route_long_name,headsign,service_days
06:10:42,147,Outer DuSable Lake Shore Express,,Sun
15:45:57,147,Outer DuSable Lake Shore Express,,Sat
21:54:25,147,Outer DuSable Lake Shore Express,,Sat
07:55:57,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
06:31:04,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
09:49:44,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
13:16:57,147,Outer DuSable Lake Shore Express,,Sat
15:29:43,96,Lunt,,Mon,Tue,Wed,Thu,Fri
19:06:38,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
11:09:55,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
12:26:46,147,Outer DuSable Lake Shore Express,,Sat
21:30:06,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
23:54:55,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
17:59:46,147,Outer DuSable Lake Shore Express,,Sun
05:40:12,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
19:47:25,147,Outer DuSable Lake Shore Express,,Sat
08:24:34,147,Outer DuSable Lake Shore Express,,Sun
18:29:46,147,Outer DuSable Lake Shore Express,,Sun
16:27:16,147,Outer DuSable Lake Shore Express,,Sun
17:10:57,147,Outer DuSable Lake Shore Express,,Sun
05:30:12,147,Outer DuSable Lake Shore Express,,Sun
12:59:38,96,Lunt,,Mon,Tue,Wed,Thu,Fri
10:16:55,147,Outer DuSable Lake Shore Express,,Sun
15:43:46,147,Outer DuSable Lake Shore Express,,Sun
17:00:27,147,Outer DuSable Lake Shore Express,,Sun
17:54:16,147,Outer DuSable Lake Shore Express,,Sat
14:52:08,147,Outer DuSable Lake Shore Express,,Sat
17:10:40,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
14:27:38,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
09:59:16,147,Outer DuSable Lake Shore Express,,Sat
18:49:46,147,Outer DuSable Lake Shore Express,,Sun
12:36:16,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
07:55:57,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
14:12:55,147,Outer DuSable Lake Shore Express,,Sun
20:03:46,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
14:43:08,147,Outer DuSable Lake Shore Express,,Sat
13:56:57,147,Outer DuSable Lake Shore Express,,Sat
20:19:25,147,Outer DuSable Lake Shore Express,,Sun
21:39:55,147,Outer DuSable Lake Shore Express,,Sun
20:37:16,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
18:00:06,147,Outer DuSable Lake Shore Express,,Sat
23:34:14,147,Outer DuSable Lake Shore Express,,Sun
20:32:55,147,Outer DuSable Lake Shore Express,,Sun
22:14:25,147,Outer DuSable Lake Shore Express,,Sat
14:07:57,147,Outer DuSable Lake Shore Express,,Sat
19:07:16,147,Outer DuSable Lake Shore Express,,Sat
10:29:44,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
10:29:44,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
08:50:04,147,Outer DuSable Lake Shore Express,,Sat
18:29:46,147,Outer DuSable Lake Shore Express,,Sun
11:22:46,147,Outer DuSable Lake Shore Express,,Sat
18:26:06,147,Outer DuSable Lake Shore Express,,Sat
09:42:55,147,Outer DuSable Lake Shore Express,,Sun
10:31:16,147,Outer DuSable Lake Shore Express,,Sat
17:20:40,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
15:38:08,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
21:54:25,147,Outer DuSable Lake Shore Express,,Sat
13:39:55,147,Outer DuSable Lake Shore Express,,Sun
17:40:16,147,Outer DuSable Lake Shore Express,,Sat
08:23:57,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
20:42:55,147,Outer DuSable Lake Shore Express,,Sat
22:34:44,147,Outer DuSable Lake Shore Express,,Sun
19:23:06,147,Outer DuSable Lake Shore Express,,Sat
14:34:38,147,Outer DuSable Lake Shore Express,,Sat
19:19:46,147,Outer DuSable Lake Shore Express,,Sun
08:35:13,96,Lunt,,Mon,Tue,Wed,Thu,Fri
16:00:49,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
19:56:55,147,Outer DuSable Lake Shore Express,,Sun
15:49:08,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
19:28:46,147,Outer DuSable Lake Shore Express,,Sun
19:54:25,147,Outer DuSable Lake Shore Express,,Sat
06:56:28,96,Lunt,,Mon,Tue,Wed,Thu,Fri
11:29:38,96,Lunt,,Mon,Tue,Wed,Thu,Fri
16:11:27,147,Outer DuSable Lake Shore Express,,Sat
16:36:57,147,Outer DuSable Lake Shore Express,,Sat
20:34:25,147,Outer DuSable Lake Shore Express,,Sat
11:22:46,147,Outer DuSable Lake Shore Express,,Sat
17:26:27,147,Outer DuSable Lake Shore Express,,Sat
09:29:33,96,Lunt,,Mon,Tue,Wed,Thu,Fri
20:03:46,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
18:12:25,147,Outer DuSable Lake Shore Express,,Sat
06:48:44,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
22:14:25,147,Outer DuSable Lake Shore Express,,Sat
20:09:25,147,Outer DuSable Lake Shore Express,,Sat
10:29:33,96,Lunt,,Mon,Tue,Wed,Thu,Fri
11:59:38,96,Lunt,,Mon,Tue,Wed,Thu,Fri
20:19:16,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
24:14:55,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
14:59:46,147,Outer DuSable Lake Shore Express,,Sun
16:28:27,147,Outer DuSable Lake Shore Express,,Sat
11:57:36,147,Outer DuSable Lake Shore Express,,Sun
09:07:14,147,Outer DuSable Lake Shore Express,,Sat
15:01:38,147,Outer DuSable Lake Shore Express,,Sat
14:51:38,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
18:42:36,147,Outer DuSable Lake Shore Express,,Sat
23:15:44,147,Outer DuSable Lake Shore Express,,Sun
06:28:12,147,Outer DuSable Lake Shore Express,,Sun
05:29:12,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
13:23:27,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
09:11:55,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
19:19:57,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
22:36:55,147,Outer DuSable Lake Shore Express,,Mon,Tue,Wed,Thu,Fri
06:33:28,96,Lunt,,Mon,Tue,Wed,Thu,Fri
