arrival_time,route_short_name,route_long_name,headsign,service_days
07:40:52,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
18:06:25,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
16:56:44,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
16:33:33,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
06:31:29,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
16:10:03,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
06:54:40,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
17:19:25,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
15:22:22,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
06:10:29,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
05:48:29,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
06:31:29,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
17:42:55,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
16:10:03,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
08:49:52,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
05:48:29,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
17:19:25,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
15:22:22,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
08:03:52,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
18:28:44,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
08:49:52,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
05:26:29,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
18:06:25,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
15:46:33,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
16:56:44,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
08:26:52,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
17:42:55,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
05:26:29,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
06:54:40,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
07:40:52,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
07:17:52,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
08:03:52,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
08:26:52,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
07:17:52,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
18:28:44,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
15:46:33,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
06:10:29,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
16:33:33,55A,55th/Austin,,Mon,Tue,Wed,Thu,Fri
